Bug-ID,Increments-Revealing,Increments-Non-Revealing,Increments-No-Coverage,InvertNegs-Revealing,InvertNegs-Non-Revealing,InvertNegs-No-Coverage,ReturnVals-Revealing,ReturnVals-Non-Revealing,ReturnVals-No-Coverage,VoidMethodCall-Revealing,VoidMethodCall-Non-Revealing,VoidMethodCall-No-Coverage,PrimitiveReturns-Revealing,PrimitiveReturns-Non-Revealing,PrimitiveReturns-No-Coverage,ConstructorCall-Revealing,ConstructorCall-Non-Revealing,ConstructorCall-No-Coverage,NonVoidMethodCall-Revealing,NonVoidMethodCall-Non-Revealing,NonVoidMethodCall-No-Coverage,RemoveConditional-Revealing,RemoveConditional-Non-Revealing,RemoveConditional-No-Coverage,ABS-Revealing,ABS-Non-Revealing,ABS-No-Coverage,AOR-Revealing,AOR-Non-Revealing,AOR-No-Coverage,AOD-Revealing,AOD-Non-Revealing,AOD-No-Coverage,CRCR-Revealing,CRCR-Non-Revealing,CRCR-No-Coverage,OBBN-Revealing,OBBN-Non-Revealing,OBBN-No-Coverage,ROR-Revealing,ROR-Non-Revealing,ROR-No-Coverage,UOI-Revealing,UOI-Non-Revealing,UOI-No-Coverage,BooleanTrueReturnVals-Revealing,BooleanTrueReturnVals-Non-Revealing,BooleanTrueReturnVals-No-Coverage,BooleanFalseReturnVals-Revealing,BooleanFalseReturnVals-Non-Revealing,BooleanFalseReturnVals-No-Coverage,ArgumentPropagation-Revealing,ArgumentPropagation-Non-Revealing,ArgumentPropagation-No-Coverage,NullReturnVals-Revealing,NullReturnVals-Non-Revealing,NullReturnVals-No-Coverage,NakedReceiver-Revealing,NakedReceiver-Non-Revealing,NakedReceiver-No-Coverage,MemberVariable-Revealing,MemberVariable-Non-Revealing,MemberVariable-No-Coverage,EmptyObjectReturnVals-Revealing,EmptyObjectReturnVals-Non-Revealing,EmptyObjectReturnVals-No-Coverage,RemoveIncrements-Revealing,RemoveIncrements-Non-Revealing,RemoveIncrements-No-Coverage,Switch-Revealing,Switch-Non-Revealing,Switch-No-Coverage,RemoveSwitch-Revealing,RemoveSwitch-Non-Revealing,RemoveSwitch-No-Coverage,BigInteger-Revealing,BigInteger-Non-Revealing,BigInteger-No-Coverage
Chart-11f,0,0,0,0,6,23,3,47,0,2,16,36,0,0,0,0,10,0,1,69,13,5,95,16,0,51,104,0,93,115,0,36,68,20,152,90,0,0,0,7,154,53,1,242,377,4,26,2,0,11,0,0,8,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chart-12f,0,1,3,0,0,0,1,16,0,2,16,16,0,1,0,0,17,1,1,40,18,0,59,24,0,20,28,0,12,40,0,1,25,3,63,46,0,0,0,0,74,52,0,89,103,0,7,0,1,1,0,0,6,4,0,6,0,0,0,0,0,13,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0
Chart-16f,0,3,0,0,0,0,0,36,0,0,1,4,0,8,0,1,32,0,0,58,2,1,125,1,0,72,2,0,12,0,0,6,0,2,131,8,0,0,0,0,236,16,1,229,66,0,9,0,0,3,0,1,2,3,0,11,1,0,8,2,3,8,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Chart-17f,0,4,0,0,4,0,0,34,2,0,19,15,0,4,1,0,31,0,0,111,30,0,111,26,0,68,29,2,68,54,0,27,35,0,234,145,0,0,0,0,234,51,0,250,138,0,7,1,0,2,0,0,3,0,0,14,0,0,4,12,0,13,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0
Chart-18f,0,8,0,0,1,0,0,34,5,1,29,1,0,8,1,4,33,0,6,113,12,4,104,16,0,97,7,0,8,16,0,4,8,0,126,43,0,0,0,3,192,40,1,318,97,0,11,2,0,3,1,0,6,4,0,8,0,0,2,11,0,11,2,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0
Chart-1f,0,5,0,0,0,0,1,48,6,1,24,64,0,3,2,0,30,21,4,125,134,6,141,94,2,43,155,0,3,45,0,2,22,2,95,96,0,0,3,6,194,149,4,208,588,0,14,2,0,1,3,0,8,13,1,24,4,0,0,0,0,17,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Chart-20f,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,7,0,0,8,0,0,0,0,0,0,0,0,23,4,0,0,0,0,14,2,0,22,10,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chart-21f,0,2,0,0,0,0,0,36,0,0,3,1,0,6,0,0,3,0,0,68,4,8,65,8,4,44,26,0,0,0,0,0,0,0,41,48,0,0,0,16,64,29,29,157,110,0,2,0,0,2,0,0,0,0,0,23,0,0,0,0,2,13,19,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
Chart-22f,0,5,0,0,0,0,1,18,3,0,5,2,0,4,1,2,17,0,5,69,10,4,58,11,3,42,7,0,0,16,0,0,8,0,56,32,0,0,0,6,109,26,3,139,66,0,5,2,0,2,0,0,0,2,0,5,0,0,1,12,0,6,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0
Chart-23f,0,0,0,0,0,0,3,10,1,0,6,20,0,0,0,0,21,6,0,18,28,3,27,17,0,16,52,0,5,15,0,2,8,12,61,211,0,0,0,3,37,28,0,77,195,3,3,0,0,2,1,0,0,4,0,7,0,0,0,0,2,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chart-24f,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,2,0,0,3,0,0,9,0,0,21,0,0,16,0,0,8,0,0,33,4,0,0,0,0,20,1,0,72,12,0,3,0,0,2,0,0,2,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chart-25f,0,0,0,0,0,0,0,6,1,0,6,30,0,0,0,0,10,2,0,17,60,4,35,50,3,13,150,0,0,208,0,0,104,0,37,169,0,0,0,0,63,102,0,154,510,0,3,0,0,1,1,0,0,12,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chart-26f,0,1,0,0,0,0,0,49,2,0,19,28,0,4,0,1,22,22,0,60,63,1,111,23,1,21,52,0,30,150,0,14,76,0,142,109,0,0,0,1,169,34,0,96,200,0,26,1,0,6,1,0,3,3,0,15,0,0,1,0,0,51,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Chart-2f,0,64,1,0,0,0,0,76,0,0,9,0,0,2,0,0,78,1,0,334,29,2,492,54,0,483,126,0,91,9,0,45,5,2,538,141,0,0,0,2,867,245,10,1790,636,0,3,0,0,7,0,2,57,26,0,51,1,0,6,2,0,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0
Chart-5f,0,4,0,0,2,0,0,27,1,0,17,8,0,5,1,0,20,1,0,58,6,0,66,13,0,53,20,0,35,29,0,6,26,0,122,96,0,0,0,0,141,43,0,181,111,0,8,0,0,4,0,0,2,0,0,10,0,0,0,2,0,7,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
Chart-6f,1,1,1,0,0,0,0,6,1,3,2,3,0,0,1,0,0,0,2,6,4,3,8,4,5,5,5,0,0,0,0,0,0,12,18,10,0,0,0,6,16,10,17,19,24,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chart-8f,0,1,0,0,0,0,0,19,3,0,12,10,0,10,1,0,14,5,0,46,7,1,42,24,0,51,17,0,44,24,0,22,12,0,282,165,0,0,0,0,90,52,0,186,86,0,3,0,0,1,1,0,12,0,0,3,2,0,4,7,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Cli-12f,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,24,0,2,18,0,0,5,1,3,1,0,2,0,0,11,65,5,0,0,0,2,43,5,0,21,3,0,0,0,0,0,0,0,5,1,0,1,0,1,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Cli-14f,0,1,0,0,0,0,0,18,0,0,12,2,0,2,0,0,11,0,0,93,3,0,123,5,0,14,14,0,8,0,0,3,1,0,120,27,0,0,0,0,239,45,0,90,22,0,4,0,0,3,0,0,3,3,0,1,0,0,10,1,0,8,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0
Cli-15f,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,1,14,0,5,53,4,3,47,4,2,0,2,0,0,0,0,0,0,0,19,2,0,0,0,5,62,16,5,4,7,0,3,0,0,3,0,0,23,4,0,1,0,0,5,0,0,9,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
Cli-18f,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,0,2,46,3,1,38,3,0,5,5,0,12,0,0,6,0,3,58,6,0,0,0,1,75,25,0,32,8,0,0,0,0,0,0,0,4,0,0,1,0,0,6,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-19f,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,46,4,0,39,3,0,5,5,0,12,0,0,6,0,0,61,6,0,0,0,0,76,25,0,30,10,0,0,0,0,0,0,0,4,0,0,1,0,0,6,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-21f,0,1,0,0,0,0,0,37,1,0,15,7,0,2,0,0,25,1,0,143,30,0,167,29,0,9,26,0,0,8,0,0,4,0,111,53,0,0,0,0,284,102,0,79,61,0,8,2,0,6,2,0,25,8,0,3,0,0,14,5,0,21,1,0,14,5,0,1,0,0,0,0,0,0,0,0,0,0
Cli-22f,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,2,0,4,38,1,2,41,1,0,11,5,0,12,0,0,6,0,0,58,7,0,0,0,4,87,15,3,47,14,0,0,0,0,0,0,0,2,0,0,1,0,0,6,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-23f,0,4,1,0,0,0,0,14,6,0,23,1,0,4,3,0,17,0,0,131,10,1,89,20,1,67,25,0,30,14,1,12,9,0,127,91,0,0,0,1,170,68,3,186,183,0,0,0,0,0,0,0,9,4,0,1,4,0,47,6,0,17,2,0,8,0,0,1,3,0,0,0,0,0,0,0,0,0
Cli-24f,0,4,1,0,0,0,0,14,5,0,23,1,0,4,3,0,17,0,2,130,8,0,92,20,2,71,24,2,35,11,3,14,7,2,129,92,0,0,0,1,170,73,38,199,151,0,0,0,0,0,0,1,9,3,0,1,3,0,48,4,0,18,1,0,8,0,0,1,3,0,0,0,0,0,0,0,0,0
Cli-25f,0,4,1,0,0,0,0,15,4,0,23,1,0,4,3,0,17,0,0,132,8,0,92,20,1,71,24,0,34,10,0,15,7,2,138,83,0,0,0,0,173,71,22,191,171,0,0,0,0,0,0,1,9,3,0,1,3,0,48,4,0,17,2,0,8,0,0,1,3,0,0,0,0,0,0,0,0,0
Cli-26f,0,0,0,0,0,0,0,18,0,2,8,0,0,0,0,0,2,0,0,3,0,0,4,0,0,6,1,0,0,0,0,0,0,0,65,10,0,0,0,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-29f,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,3,10,1,0,3,0,0,8,0,1,3,0,11,34,2,0,0,0,3,21,7,0,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-2f,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,2,0,0,43,6,0,38,4,0,8,5,0,12,0,0,6,0,0,67,4,0,0,0,0,80,21,0,35,17,0,0,0,0,0,0,0,4,0,0,1,0,0,5,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-31f,0,4,1,0,0,0,0,69,4,0,38,1,0,7,4,0,23,4,0,192,14,0,191,18,0,117,10,0,36,24,0,20,10,0,362,85,0,0,0,0,360,45,0,401,107,0,14,1,0,6,0,0,12,4,0,25,0,0,66,5,0,35,1,0,20,0,0,1,3,0,1,0,0,0,1,0,0,0
Cli-32f,0,3,0,0,0,0,0,13,7,0,24,1,0,3,4,0,17,0,0,139,7,0,95,19,3,63,24,1,32,11,1,13,8,0,123,67,0,0,0,0,158,71,18,185,157,0,0,0,0,0,0,0,10,3,0,1,3,0,48,5,0,19,2,0,9,0,0,1,2,0,0,0,0,0,0,0,0,0
Cli-33f,0,3,0,0,0,0,0,13,8,0,24,1,0,3,4,0,19,0,0,143,7,0,99,19,0,70,23,0,32,12,0,14,8,0,121,78,0,0,0,0,163,72,0,225,147,0,0,0,0,0,0,0,11,3,0,1,4,0,49,5,0,19,2,0,9,0,0,1,2,0,0,0,0,0,0,0,0,0
Cli-34f,0,0,0,0,0,0,0,52,1,0,15,0,0,3,1,0,6,4,0,46,11,0,75,12,0,29,2,0,1,15,0,2,6,5,179,46,0,0,0,0,135,17,4,100,20,0,14,1,0,6,0,0,2,1,0,21,0,0,14,3,0,16,0,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0
Cli-36f,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,12,0,0,77,1,0,32,0,0,0,3,0,0,0,0,0,0,0,15,2,0,0,0,0,52,12,0,6,6,0,4,0,0,3,0,0,10,4,0,9,0,0,18,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-37f,0,2,0,0,0,0,0,15,1,0,43,1,0,0,0,0,9,0,0,116,6,0,141,15,0,20,3,0,20,0,0,9,1,0,239,47,0,0,0,0,252,78,0,66,26,0,8,0,0,3,1,0,7,2,0,4,0,0,14,4,0,10,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Cli-39f,0,0,0,0,0,0,2,14,2,0,0,0,0,0,0,0,16,0,1,26,7,1,19,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,2,13,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-3f,0,0,0,0,0,0,4,18,3,0,0,7,0,0,0,1,5,2,7,12,15,2,19,3,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,3,10,3,0,0,0,0,0,0,0,0,0,0,0,1,8,5,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-40f,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,2,16,0,2,27,8,0,19,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-5f,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,12,0,1,9,0,0,0,0,0,4,0,0,2,0,0,25,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Cli-8f,0,4,1,0,0,0,0,11,7,0,19,5,0,4,3,0,15,3,3,105,28,1,67,36,0,66,24,0,29,11,1,11,8,2,117,94,0,0,0,1,137,86,6,185,169,0,0,0,0,0,0,1,7,5,0,1,2,3,39,10,0,14,2,0,7,1,0,1,3,0,0,0,0,0,0,0,0,0
Closure-104f,0,0,0,0,0,0,0,40,2,0,0,2,0,0,1,0,15,0,3,53,20,3,44,29,0,0,6,0,0,0,0,0,0,0,71,42,0,2,4,7,85,54,0,7,17,0,11,1,0,13,0,0,3,0,0,16,2,0,12,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure-106f,0,0,0,0,0,0,0,76,11,0,29,9,0,0,0,0,11,2,0,62,13,0,140,22,0,3,18,0,4,4,0,0,4,0,420,244,0,0,0,0,244,73,0,10,74,0,44,3,0,33,8,0,1,1,0,2,0,0,0,2,0,48,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure-109f,0,1,1,0,0,0,1,80,105,0,18,147,0,0,0,0,11,9,9,178,560,6,164,450,0,12,103,0,13,23,0,5,13,0,124,470,0,0,0,16,195,811,1,66,393,0,4,5,0,2,5,0,11,32,1,51,88,0,3,25,0,12,15,0,4,18,0,0,0,0,3,4,0,21,75,0,0,0
Closure-128f,0,0,6,0,0,1,0,0,24,0,8,262,0,0,3,0,0,14,0,6,249,0,10,402,0,1,177,0,0,48,0,0,24,0,10,1302,0,0,12,0,20,862,0,19,693,0,0,8,0,0,2,0,0,44,0,0,5,0,2,82,0,1,9,0,0,7,0,0,3,0,1,2,0,1,117,0,0,0
Closure-129f,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,2,0,0,8,5,0,17,9,0,0,1,0,0,0,0,0,0,0,10,12,0,0,0,0,30,15,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure-12f,0,0,0,0,0,0,1,6,0,0,10,9,0,0,0,0,4,0,2,41,7,2,25,9,0,0,12,0,0,0,0,0,0,3,10,15,0,0,0,1,42,23,0,16,32,0,2,0,1,0,0,0,2,2,0,3,0,0,14,2,0,2,0,0,1,0,0,0,0,0,1,0,0,10,1,0,0,0
Closure-131f,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,49,1,0,90,18,0,25,1,0,0,0,0,0,0,0,685,119,0,0,0,0,209,53,0,83,21,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,55,39,0,0,0
Closure-139f,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,2,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure-140f,0,5,0,0,0,0,0,73,7,2,60,59,0,3,0,0,56,11,1,160,66,2,121,63,0,26,6,0,4,0,0,2,0,1,231,146,0,0,0,1,196,100,1,92,35,0,5,3,0,5,2,0,17,4,0,48,9,0,6,14,0,49,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure-141f,0,2,1,0,0,0,2,234,19,0,42,10,0,24,4,0,40,1,10,389,65,8,350,62,0,47,15,0,16,4,0,8,2,22,1275,350,0,0,0,14,675,177,0,145,103,1,89,8,0,55,5,0,16,5,0,24,0,4,84,55,0,6,2,1,53,8,0,2,0,0,23,0,1,294,256,0,0,0
Closure-147f,0,0,0,0,0,0,0,10,0,0,5,1,0,0,0,0,4,1,0,41,1,1,61,4,1,7,0,0,0,0,0,0,0,6,109,18,0,0,0,1,104,20,4,22,6,0,5,0,0,2,0,0,0,0,0,3,0,0,11,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure-148f,1,2,3,0,0,1,0,66,42,0,62,12,0,1,0,0,20,7,4,269,29,3,293,70,2,99,52,2,57,25,2,20,20,6,588,334,0,6,0,5,587,195,6,340,266,0,0,0,0,0,0,0,30,4,0,64,41,0,62,3,0,12,4,0,1,0,1,2,2,0,17,0,1,90,99,0,0,0
Closure-152f,0,1,0,0,0,0,0,56,24,0,10,11,0,4,0,0,10,6,0,117,121,0,142,134,0,12,22,0,0,0,0,0,0,0,196,197,0,0,3,0,257,285,0,48,88,0,21,8,0,9,5,0,9,14,0,19,11,0,25,19,0,14,7,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0
Closure-164f,0,0,1,0,0,0,2,13,3,0,0,1,0,0,1,0,4,0,1,33,10,10,69,21,0,0,14,0,2,6,0,0,4,18,69,21,0,0,0,9,99,42,2,18,36,2,10,0,0,3,0,0,1,0,0,1,1,0,13,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Closure-167f,0,0,0,0,0,0,0,122,64,0,3,5,0,1,0,0,10,9,0,146,148,0,178,148,0,13,43,0,0,0,0,0,0,0,313,213,0,0,0,0,373,234,0,58,166,0,58,8,0,16,5,0,12,45,0,39,57,0,23,43,0,13,0,0,4,0,0,0,0,0,4,0,0,28,0,0,0,0
Closure-173f,0,0,12,0,0,1,0,9,62,0,11,299,0,2,1,0,4,15,0,35,406,0,37,555,0,25,191,0,11,77,0,5,39,0,110,1507,0,2,13,0,80,1128,0,75,789,0,0,11,0,0,4,0,4,76,0,1,45,0,15,138,0,3,10,0,3,5,0,0,8,0,2,6,0,2,147,0,0,0
Closure-175f,0,2,0,0,2,0,0,44,3,0,17,2,0,4,0,0,9,4,0,119,1,0,168,4,0,69,3,0,112,4,0,57,1,0,255,65,0,0,0,0,327,11,0,280,8,0,7,3,0,8,0,0,16,0,0,26,0,0,26,2,0,8,0,0,0,0,0,2,0,0,2,0,0,8,0,0,0,0
Closure-19f,0,0,0,0,0,0,0,15,6,0,3,0,0,0,0,0,5,0,0,25,14,0,23,15,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,28,15,0,4,12,0,0,0,0,0,0,0,4,0,0,9,7,0,0,2,0,6,2,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0
